Gene,Main location,Other location,Expression type,Reliability
ENSG00000115274,Nucleus;Plasma membrane,Cytoplasm,Staining,Supportive
ENSG00000115282,Cytoplasm,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000115289,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000115295,Vesicles,,Staining,Uncertain
ENSG00000115297,,,Staining,Uncertain
ENSG00000115306,Cytoplasm,Mitochondria,Staining,Uncertain
ENSG00000115307,Nucleus but not nucleoli;Endoplasmic reticulum;Vesicles,,Staining,Supportive
ENSG00000115317,Nucleoli,Nucleus;Cytoskeleton (Intermediate filaments),Staining,Non-supportive
ENSG00000115318,,,Staining,Uncertain
ENSG00000115339,Golgi apparatus,Nucleus;Cytoplasm,Staining,Supportive
ENSG00000115355,Cytoskeleton (Intermediate filaments),,Staining,Uncertain
ENSG00000115361,Mitochondria,Cytoplasm,APE,Medium
ENSG00000115363,Plasma membrane;Vesicles,,Staining,Supportive
ENSG00000115365,Cytoskeleton (Microtubules),Vesicles,Staining,Supportive
ENSG00000115368,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000115392,,,APE,N/A
ENSG00000115415,Nucleus but not nucleoli;Cytoplasm,,APE,High
ENSG00000115419,,,Staining,Uncertain
ENSG00000115423,Plasma membrane;Cytoplasm,Nucleus but not nucleoli,APE,Low
ENSG00000115425,Vesicles,,Staining,Supportive
ENSG00000115446,Nucleus but not nucleoli,Cytoplasm,Staining,Non-supportive
ENSG00000115459,Nucleus but not nucleoli;Mitochondria,,Staining,Uncertain
ENSG00000115464,,,Staining,Uncertain
ENSG00000115484,Cytoplasm,Nucleus but not nucleoli,Staining,Supportive
ENSG00000115504,Cytoplasm,,Staining,Supportive
ENSG00000115514,Nucleus but not nucleoli;Nuclear membrane;Cytoplasm,,APE,Very low
ENSG00000115525,,,Staining,Uncertain
ENSG00000115526,Nucleus,,Staining,Non-supportive
ENSG00000115539,Cytoplasm,,APE,High
ENSG00000115561,Cytoplasm,,Staining,Uncertain
ENSG00000115590,Nucleus but not nucleoli;Cytoplasm,,APE,Low
ENSG00000115592,Nucleus,Mitochondria;Vesicles,Staining,Uncertain
ENSG00000115593,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000115594,Cytoplasm,,Staining,Uncertain
ENSG00000115598,Vesicles,,Staining,Uncertain
ENSG00000115602,Cytoplasm;Focal Adhesions,Centrosome,APE,Low
ENSG00000115604,Mitochondria,,Staining,Uncertain
ENSG00000115616,Cell Junctions,,Staining,Uncertain
ENSG00000115641,Cytoskeleton (Actin filaments);Focal Adhesions,Nucleus,APE,High
ENSG00000115652,,,Staining,Uncertain
ENSG00000115661,Cytoplasm,Nucleus;Vesicles,Staining,Uncertain
ENSG00000115677,Cytoplasm,,Staining,Supportive
ENSG00000115685,Mitochondria,Nucleus but not nucleoli;Cytoplasm,Staining,Uncertain
ENSG00000115687,Cytoplasm,Golgi apparatus,APE,High
ENSG00000115705,Cytoplasm,,Staining,Supportive
ENSG00000115718,Nucleoli,,Staining,Uncertain
ENSG00000115738,Nucleus but not nucleoli,Cytoplasm,Staining,Supportive
ENSG00000115758,Cytoplasm,Nucleus but not nucleoli;Plasma membrane,APE,Low
ENSG00000115761,Cytoplasm,,Staining,Non-supportive
ENSG00000115806,Golgi apparatus,,Staining,Supportive
ENSG00000115808,Plasma membrane;Cytoplasm,Nucleus but not nucleoli;Cytoskeleton (Actin filaments),Staining,Uncertain
ENSG00000115825,Nucleus but not nucleoli;Cytoplasm,,Staining,Supportive
ENSG00000115828,Cytoplasm;Mitochondria,,Staining,Uncertain
ENSG00000115839,Nucleus but not nucleoli,Cytoplasm;Centrosome,Staining,Supportive
ENSG00000115840,Nucleus but not nucleoli,Cytoplasm,Staining,Non-supportive
ENSG00000115841,Golgi apparatus,Cytoplasm,Staining,Uncertain
ENSG00000115844,Cytoplasm,,Staining,Uncertain
ENSG00000115850,Nucleus;Nucleoli;Cytoplasm,,Staining,Non-supportive
ENSG00000115866,Cytoplasm,,Staining,Supportive
ENSG00000115875,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000115884,Focal Adhesions,Cytoplasm,APE,Medium
ENSG00000115896,Cytoplasm,Nucleus,Staining,Uncertain
ENSG00000115904,Nucleus;Nucleoli,,Staining,Uncertain
ENSG00000115956,Nucleus,Nucleoli;Golgi apparatus,Staining,Uncertain
ENSG00000115966,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000115970,Cytoplasm,Aggresome,Staining,Uncertain
ENSG00000115977,Plasma membrane;Cytoplasm,,APE,Medium
ENSG00000115993,Nucleoli,Nucleus;Cytoplasm,Staining,Uncertain
ENSG00000115998,Nucleus,Nuclear membrane,Staining,Uncertain
ENSG00000116005,Cytoskeleton (Intermediate filaments),Nucleus;Cytoplasm,Staining,Non-supportive
ENSG00000116017,Cytoplasm;Golgi apparatus,Nucleoli;Nucleus but not nucleoli,Staining,Uncertain
ENSG00000116031,Cytoplasm,,APE,Low
ENSG00000116044,Plasma membrane;Cytoplasm,Nucleus;Centrosome,Staining,Supportive
ENSG00000116062,Nucleus but not nucleoli,Cytoplasm;Golgi apparatus;Vesicles,APE,High
ENSG00000116095,Golgi apparatus,,Staining,Uncertain
ENSG00000116096,Nucleus but not nucleoli;Cytoplasm,,Staining,Supportive
ENSG00000116117,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000116120,Nucleus,Cytoplasm,Staining,Uncertain
ENSG00000116127,Cytoplasm,,Staining,Supportive
ENSG00000116133,Nucleus;Mitochondria,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000116138,Vesicles,,Staining,Uncertain
ENSG00000116141,Nucleus;Nucleoli,Centrosome,Staining,Uncertain
ENSG00000116147,Nucleus but not nucleoli,,APE,High
ENSG00000116151,,,Staining,Uncertain
ENSG00000116157,Nucleoli,Centrosome,Staining,Uncertain
ENSG00000116161,Cytoplasm,,Staining,Supportive
ENSG00000116171,Vesicles,Nucleus but not nucleoli;Cytoplasm,APE,Very low
ENSG00000116183,Cytoplasm,Endoplasmic reticulum,Staining,Uncertain
ENSG00000116191,Nucleus but not nucleoli;Cytoplasm,,APE,Very low
ENSG00000116194,,,Staining,Uncertain
ENSG00000116221,Mitochondria,,Staining,Supportive
ENSG00000116237,Golgi apparatus,,Staining,Non-supportive
ENSG00000116266,Nucleus but not nucleoli,Cytoplasm,Staining,Supportive
ENSG00000116273,,,Staining,Uncertain
ENSG00000116285,Cytoplasm,,Staining,Supportive
ENSG00000116288,Cytoplasm,,Staining,Supportive
ENSG00000116299,,,Staining,Uncertain
ENSG00000116329,Mitochondria,,Staining,Uncertain
ENSG00000116353,Mitochondria,,Staining,Supportive
ENSG00000116396,Nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000116406,Nucleus,,APE,Very low
ENSG00000116455,Nucleus but not nucleoli;Golgi apparatus,Cytoplasm,APE,Medium
ENSG00000116478,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000116521,Centrosome,,Staining,Uncertain
ENSG00000116539,Nucleus but not nucleoli;Golgi apparatus,Cytoplasm,Staining,Supportive
ENSG00000116544,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000116580,Nucleus but not nucleoli,Cytoplasm,Staining,Supportive
ENSG00000116584,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000116604,Nucleus but not nucleoli,Vesicles,APE,Medium
ENSG00000116641,Mitochondria,,Staining,Non-supportive
ENSG00000116649,Nucleus but not nucleoli,Cytoplasm,APE,Low
ENSG00000116667,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000116668,Cytoplasm,,APE,Low
ENSG00000116675,Cytoplasm,Nucleus but not nucleoli;Plasma membrane,Staining,Uncertain
ENSG00000116678,,,Staining,Uncertain
ENSG00000116679,Cytoplasm,,Staining,Uncertain
ENSG00000116688,Nucleus but not nucleoli,Cell Junctions,Staining,Non-supportive
ENSG00000116690,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000116691,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000116698,Cytoplasm,Cytoskeleton (Intermediate filaments),Staining,Supportive
ENSG00000116701,Nucleoli;Cytoplasm,Nucleus,APE,Medium
ENSG00000116703,Cytoplasm,Nucleus;Nucleus but not nucleoli;Cytoskeleton (Actin filaments),Staining,Supportive
ENSG00000116726,Nucleus but not nucleoli,Cytoskeleton (Actin filaments),Staining,Uncertain
ENSG00000116731,Nucleus,Golgi apparatus,Staining,Supportive
ENSG00000116747,Cytoplasm,Nucleus but not nucleoli,Staining,Supportive
ENSG00000116748,Mitochondria,,Staining,Uncertain
ENSG00000116750,Nucleus;Cytoplasm,,Staining,Supportive
ENSG00000116754,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000116761,Nucleus;Cytoplasm,,APE,Medium
ENSG00000116771,Nucleoli,Nucleus,Staining,Non-supportive
ENSG00000116786,Mitochondria,,Staining,Uncertain
ENSG00000116791,Cytoplasm,Golgi apparatus;Vesicles,APE,Medium
ENSG00000116809,Cytoskeleton (Microtubules),,Staining,Non-supportive
ENSG00000116824,Nucleus but not nucleoli,Nucleoli,APE,Medium
ENSG00000116830,Cytoplasm,Nucleus,Staining,Supportive
ENSG00000116833,Nucleus but not nucleoli,,APE,Low
ENSG00000116852,Cytoplasm,,Staining,Uncertain
ENSG00000116857,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000116863,Nucleus but not nucleoli,,APE,High
ENSG00000116871,Mitochondria,Cytoplasm,Staining,Uncertain
ENSG00000116885,Nucleus,Nucleoli,Staining,Non-supportive
ENSG00000116898,Mitochondria,Nucleus but not nucleoli;Nuclear membrane;Cytoplasm,APE,Medium
ENSG00000116903,Cytoplasm,Nucleus,Staining,Supportive
ENSG00000116918,,,APE,N/A
ENSG00000116922,Nucleus;Cytoplasm,,APE,Very low
ENSG00000116954,,,Staining,Uncertain
ENSG00000116957,Plasma membrane;Cytoplasm,,APE,Low
ENSG00000116977,,,Staining,Uncertain
ENSG00000116984,Cytoplasm,,Staining,Supportive
ENSG00000116991,,,Staining,Uncertain
ENSG00000116996,Vesicles,,Staining,Uncertain
ENSG00000117009,Nucleus but not nucleoli,,Staining,Non-supportive
ENSG00000117013,Cytoplasm,,Staining,Uncertain
ENSG00000117016,Cytoskeleton (Actin filaments),,Staining,Uncertain
ENSG00000117020,Plasma membrane;Cytoplasm,Nucleus but not nucleoli;Golgi apparatus,Staining,Supportive
ENSG00000117036,Nucleus,,Staining,Uncertain
ENSG00000117054,Mitochondria,,APE,High
ENSG00000117090,Cytoplasm,,Staining,Uncertain
ENSG00000117091,,,Staining,Uncertain
ENSG00000117114,Nucleus,,Staining,Non-supportive
ENSG00000117118,Mitochondria,,Staining,Supportive
ENSG00000117133,,,Staining,Uncertain
ENSG00000117139,Nucleoli;Vesicles,,Staining,Supportive
ENSG00000117143,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,,Staining,Supportive
ENSG00000117148,Cytoplasm,,Staining,Supportive
ENSG00000117151,Nucleus but not nucleoli,Cytoplasm,Staining,Non-supportive
ENSG00000117154,,,Staining,Uncertain
ENSG00000117155,Centrosome,Plasma membrane;Cytoplasm,Staining,Non-supportive
ENSG00000117174,Nucleus but not nucleoli;Cytoplasm,Aggresome,Staining,Uncertain
ENSG00000117215,,,Staining,Uncertain
ENSG00000117226,Nucleus,Nucleoli,Staining,Uncertain
ENSG00000117245,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000117266,,,Staining,Uncertain
ENSG00000117280,Nuclear membrane,Vesicles,Staining,Uncertain
ENSG00000117289,Nucleus but not nucleoli,Plasma membrane;Cytoplasm,Staining,Uncertain
ENSG00000117298,Golgi apparatus,,Staining,Non-supportive
ENSG00000117305,Plasma membrane;Cytoplasm,,Staining,Non-supportive
ENSG00000117308,Nucleus,,Staining,Uncertain
ENSG00000117322,,,Staining,Uncertain
ENSG00000117335,Plasma membrane,,APE,Low
ENSG00000117360,Nucleus but not nucleoli,Cytoplasm,Staining,Supportive
ENSG00000117395,Nucleoli,Nucleus,APE,High
ENSG00000117400,Plasma membrane,,APE,Medium
ENSG00000117419,,,Staining,Uncertain
ENSG00000117448,Nucleus;Cytoplasm,,APE,Medium
ENSG00000117450,Mitochondria,,Staining,Supportive
ENSG00000117461,Cytoplasm,Nucleus but not nucleoli;Cytoskeleton (Intermediate filaments),Staining,Uncertain
ENSG00000117475,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000117477,Nucleus but not nucleoli,Cytoplasm,APE,Medium
ENSG00000117479,Cytoplasm,,Staining,Uncertain
ENSG00000117480,Cytoplasm,,Staining,Supportive
ENSG00000117481,Cytoplasm,,APE,Low
ENSG00000117501,Cytoskeleton (Intermediate filaments),Cytoplasm,Staining,Uncertain
ENSG00000117523,Cytoplasm,Nucleoli,APE,Medium
ENSG00000117525,,,Staining,Uncertain
ENSG00000117528,Vesicles,,Staining,Supportive
ENSG00000117592,Nucleus;Nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000117593,Mitochondria,Nucleus but not nucleoli;Cytoplasm,APE,Medium
ENSG00000117597,Cytoplasm,,Staining,Uncertain
ENSG00000117598,Plasma membrane;Cytoplasm;Centrosome,,Staining,Uncertain
ENSG00000117600,Cytoplasm,,Staining,Uncertain
ENSG00000117601,Cytoplasm,Nucleoli;Centrosome,APE,Low
ENSG00000117602,Nucleus,Golgi apparatus,Staining,Uncertain
ENSG00000117620,,,Staining,Uncertain
ENSG00000117625,Nucleus;Nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000117640,Mitochondria,Nucleus but not nucleoli;Cell Junctions,APE,Low
ENSG00000117676,Cytoplasm,Nucleus,Staining,Uncertain
ENSG00000117682,Plasma membrane,,APE,Low
ENSG00000117691,,,Staining,Uncertain
ENSG00000117713,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000117748,Nucleus but not nucleoli,,APE,High
ENSG00000117751,Nucleus but not nucleoli,,APE,High
ENSG00000117791,Nucleus but not nucleoli;Cytoplasm,,APE,Very low
ENSG00000117859,Golgi apparatus,Cytoplasm,Staining,Uncertain
ENSG00000117868,Nucleus;Cytoplasm,,Staining,Uncertain
ENSG00000117877,Nucleus;Nucleoli,Mitochondria,APE,High
ENSG00000117899,Nucleus,Endoplasmic reticulum,Staining,Uncertain
ENSG00000117983,,,Staining,Uncertain
ENSG00000117984,Golgi apparatus,,Staining,Non-supportive
ENSG00000118007,Nucleus,Cell Junctions,Staining,Supportive
ENSG00000118017,Vesicles,Nucleus;Nucleoli,Staining,Uncertain
ENSG00000118046,Nucleus,,Staining,Supportive
ENSG00000118094,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000118096,Cytoplasm,,Staining,Uncertain
ENSG00000118113,,,Staining,Uncertain
ENSG00000118162,Cytoplasm,Nucleus but not nucleoli;Plasma membrane,APE,Low
ENSG00000118181,Cytoplasm,,Staining,Supportive
ENSG00000118193,Plasma membrane,Cytoplasm,Staining,Uncertain
ENSG00000118200,Plasma membrane,,APE,Low
ENSG00000118257,,,Staining,Uncertain
ENSG00000118260,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000118263,Golgi apparatus,,Staining,Uncertain
ENSG00000118271,Cytoplasm,,Staining,Uncertain
ENSG00000118292,Vesicles,,Staining,Uncertain
ENSG00000118307,Nucleus but not nucleoli,Plasma membrane;Cytoplasm,Staining,Uncertain
ENSG00000118308,Nucleus;Vesicles,Plasma membrane;Cytoplasm,APE,Low
ENSG00000118322,Nucleus;Cytoplasm,Nucleoli,Staining,Uncertain
ENSG00000118363,Nucleus,,Staining,Non-supportive
ENSG00000118418,Nucleus but not nucleoli,Cytoplasm,Staining,Supportive
ENSG00000118420,Mitochondria,,Staining,Uncertain
ENSG00000118434,Cytoskeleton (Actin filaments),,Staining,Uncertain
ENSG00000118454,,,Staining,Uncertain
ENSG00000118482,Nucleus but not nucleoli,,APE,Medium
ENSG00000118491,Vesicles,Nucleus,Staining,Uncertain
ENSG00000118492,Mitochondria,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000118503,Centrosome,Cytoplasm,Staining,Supportive
ENSG00000118507,Nucleus;Cytoplasm,Centrosome,APE,Low
ENSG00000118508,Cytoplasm;Vesicles,,Staining,Non-supportive
ENSG00000118514,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000118518,Plasma membrane;Cytoplasm,,APE,Low
ENSG00000118520,Nucleus but not nucleoli,,APE,Very low
ENSG00000118523,Golgi apparatus;Vesicles,,APE,High
ENSG00000118557,Nucleoli,Nucleus,Staining,Uncertain
ENSG00000118579,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000118596,,,Staining,Uncertain
ENSG00000118640,Mitochondria,,Staining,Uncertain
ENSG00000118690,,,Staining,Uncertain
ENSG00000118705,Endoplasmic reticulum,Nucleus,APE,Medium
ENSG00000118729,Nucleus but not nucleoli,Cell Junctions,Staining,Uncertain
ENSG00000118762,Nucleus but not nucleoli;Cytoplasm,,Staining,Non-supportive
ENSG00000118785,Cytoplasm,Mitochondria,Staining,Uncertain
ENSG00000118804,Cytoplasm,,APE,Low
ENSG00000118849,Cytoplasm,Golgi apparatus,Staining,Uncertain
ENSG00000118873,Cytoplasm,Plasma membrane,APE,Medium
ENSG00000118939,Nucleus;Cytoplasm,Mitochondria,Staining,Supportive
ENSG00000118946,Vesicles,Cytoplasm,Staining,Uncertain
ENSG00000118960,Nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000118961,Cytoplasm,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000118965,Cytoskeleton (Actin filaments),,Staining,Uncertain
ENSG00000118985,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000118997,,,Staining,Uncertain
ENSG00000119013,Nucleus,Nucleoli;Cytoplasm;Golgi apparatus,Staining,Non-supportive
ENSG00000119042,Nucleus but not nucleoli,,APE,High
ENSG00000119121,Cytoplasm,Nucleus;Nucleoli,Staining,Uncertain
ENSG00000119125,,,APE,N/A
ENSG00000119138,Nucleus but not nucleoli,Plasma membrane;Cytoplasm;Vesicles,Staining,Uncertain
ENSG00000119139,Plasma membrane;Cytoplasm,Cell Junctions,Staining,Supportive
ENSG00000119147,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000119203,Mitochondria,,Staining,Non-supportive
ENSG00000119242,Nucleus;Vesicles,Nucleoli,Staining,Uncertain
ENSG00000119280,Cytoplasm,,Staining,Uncertain
ENSG00000119283,Nucleus;Plasma membrane,,Staining,Non-supportive
ENSG00000119318,Nucleus but not nucleoli,Cytoplasm,APE,High
ENSG00000119321,Nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000119328,Nucleus;Cytoplasm,,Staining,Uncertain
ENSG00000119333,Nucleus but not nucleoli;Cytoplasm;Centrosome,,APE,Very low
ENSG00000119383,Nucleus but not nucleoli,Cytoplasm,APE,High
ENSG00000119396,Vesicles,,Staining,Uncertain
ENSG00000119411,Nucleus but not nucleoli,Cytoplasm;Focal Adhesions,Staining,Supportive
ENSG00000119421,Mitochondria,,Staining,Supportive
ENSG00000119431,,,APE,N/A
ENSG00000119487,Cytoplasm,,Staining,Non-supportive
ENSG00000119522,Cytoplasm,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000119523,Cytoplasm;Golgi apparatus,Nucleus but not nucleoli,Staining,Uncertain
ENSG00000119535,,,Staining,Uncertain
ENSG00000119574,Cytoplasm,,Staining,Uncertain
ENSG00000119608,Nucleus,Cytoplasm,Staining,Uncertain
ENSG00000119614,Nucleoli,,Staining,Supportive
ENSG00000119630,Nucleus but not nucleoli;Cytoplasm,Mitochondria,Staining,Uncertain
ENSG00000119636,Nucleus,Plasma membrane;Centrosome,Staining,Uncertain
ENSG00000119638,Mitochondria,,Staining,Supportive
ENSG00000119640,Cytoplasm,Nucleus,Staining,Uncertain
ENSG00000119650,Cytoskeleton (Microtubules),,Staining,Uncertain
ENSG00000119681,Nucleus,,Staining,Uncertain
ENSG00000119685,Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000119686,Nucleus but not nucleoli,Cytoplasm,Staining,Non-supportive
ENSG00000119688,Cytoplasm,Nucleus but not nucleoli;Plasma membrane,Staining,Uncertain
ENSG00000119689,Nucleus,Cytoplasm;Mitochondria;Vesicles,Staining,Supportive
ENSG00000119698,Cytoplasm,,Staining,Supportive
ENSG00000119699,Nucleus;Vesicles,Cytoplasm;Golgi apparatus;Centrosome,Staining,Uncertain
ENSG00000119705,Mitochondria,,Staining,Supportive
ENSG00000119707,Nucleus but not nucleoli,Cytoplasm,Staining,Supportive
ENSG00000119711,Mitochondria,Nucleus but not nucleoli,APE,Medium
ENSG00000119718,Nucleus but not nucleoli,Cytoplasm,Staining,Uncertain
ENSG00000119725,Endoplasmic reticulum;Vesicles,,Staining,Uncertain
ENSG00000119760,Cytoplasm,Nucleus but not nucleoli;Plasma membrane;Cytoskeleton (Actin filaments),Staining,Uncertain
ENSG00000119772,Nucleus but not nucleoli,,Staining,Supportive
ENSG00000119777,Golgi apparatus,Cytoplasm;Mitochondria,Staining,Uncertain
ENSG00000119778,Nucleus but not nucleoli,,Staining,Uncertain
ENSG00000119787,,,Staining,Uncertain
ENSG00000119812,,,Staining,Uncertain
ENSG00000119820,Golgi apparatus,Plasma membrane;Vesicles,Staining,Uncertain
ENSG00000119844,Cytoplasm;Golgi apparatus,Nucleus but not nucleoli;Vesicles,Staining,Supportive
ENSG00000119865,Cytoplasm,,Staining,Uncertain
ENSG00000119888,Nuclear membrane,,APE,Low
ENSG00000119900,Nucleus but not nucleoli;Golgi apparatus,,APE,Low
ENSG00000119906,Plasma membrane;Cytoplasm,Nucleus;Golgi apparatus,Staining,Uncertain
ENSG00000119915,Cytoplasm,,Staining,Non-supportive
ENSG00000119922,Vesicles,,Staining,Uncertain
ENSG00000119929,Nucleus;Cytoplasm,Nucleoli;Aggresome,Staining,Supportive
ENSG00000119938,Nucleus but not nucleoli;Cytoplasm,,Staining,Uncertain
ENSG00000119946,Cytoplasm,Nucleus but not nucleoli;Plasma membrane,Staining,Uncertain
ENSG00000119950,Mitochondria,,Staining,Non-supportive
ENSG00000119965,,,APE,N/A
ENSG00000119973,,,Staining,Uncertain
ENSG00000119977,Cytoskeleton (Microtubules),,Staining,Uncertain
ENSG00000119979,Cytoplasm;Centrosome,,Staining,Uncertain
ENSG00000119986,,,Staining,Uncertain
ENSG00000120008,Cytoskeleton (Microtubules),Cytoplasm,Staining,Uncertain
ENSG00000120051,,,Staining,Uncertain
ENSG00000120054,,,Staining,Uncertain
ENSG00000120055,Nucleoli,Nucleus,Staining,Uncertain
ENSG00000120057,Nucleus;Cytoplasm,Vesicles,Staining,Uncertain
ENSG00000120071,Nucleus,Cytoplasm;Cytoskeleton (Actin filaments),APE,Low
ENSG00000120094,Nucleus but not nucleoli,Cytoplasm,Staining,Supportive
ENSG00000120137,Nucleus but not nucleoli;Cytoplasm,,Staining,Supportive
ENSG00000120149,Nucleus,Cytoplasm,Staining,Supportive
ENSG00000120156,Centrosome,Nucleoli,APE,Very low
ENSG00000120159,Nucleus but not nucleoli;Plasma membrane;Cytoplasm,,Staining,Uncertain
ENSG00000120160,Nucleus but not nucleoli,Vesicles,Staining,Uncertain
ENSG00000120210,Cytoplasm,,Staining,Uncertain
ENSG00000120251,Nucleus but not nucleoli;Cytoplasm,,Staining,Non-supportive
